date,interval_days,product_id,sku_number,product_name,category_id,category_name,supplier_id,supplier_name,supplier_company,supplier_location,supplier_reliability_score,lead_time_days,minimum_order_quantity,cost_price,selling_price,reference_current_stock_from_pdf,reorder_level,max_stock_level,tourist_oriented_score,seasonal_sensitivity,is_peak_tourist_season,season,month,day_of_week,weekend_flag,holiday_flag,opening_stock,quantity_sold,quantity_purchased,current_stock,stockout_flag,avg_daily_sales_interval,days_until_stockout_est,sales_value,purchase_value,inventory_value,gross_margin_value,suggested_restock_qty
2024-08-17,5,22,SK-204,Jam Dim Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1500.0,32500.0,9,4,44,1.0,1.3,0,Monsoon,8,Saturday,1,0,28,0,0,28,0,0.0,999.0,0.0,0.0,42000.0,0.0,0
2024-08-17,5,23,SK-107,Natural Ayurvedic Rope Incense,14,Rope Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,270.0,1000.0,17,10,40,0.82,1.18,0,Monsoon,8,Saturday,1,0,33,9,0,24,0,1.8,13.3,9000.0,0.0,6480.0,6570.0,0
2024-08-17,5,24,SK-300,Large Plate Stand,7,Incense Holder,6,Jenisha Khadka,Incense Holder & Incense Burner Wholesale,Dillibazar,0.95,5,100,80.0,250.0,50,10,180,0.82,1.18,0,Monsoon,8,Saturday,1,0,39,13,0,26,0,2.6,10.0,3250.0,0.0,2080.0,2210.0,0
2024-08-17,5,25,SK-301,Small Plate Stand,7,Incense Holder,6,Jenisha Khadka,Incense Holder & Incense Burner Wholesale,Dillibazar,0.95,5,100,65.0,200.0,47,10,175,0.82,1.18,0,Monsoon,8,Saturday,1,0,40,18,0,22,0,3.6,6.1,3600.0,0.0,1430.0,2430.0,0
2024-08-17,5,26,SK-302,Lotus Incense Holder,7,Incense Holder,6,Jenisha Khadka,Incense Holder & Incense Burner Wholesale,Dillibazar,0.95,5,100,80.0,300.0,32,10,151,0.82,1.18,0,Monsoon,8,Saturday,1,0,20,11,100,109,0,2.2,49.5,3300.0,8000.0,8720.0,2420.0,100
2024-08-17,5,27,SK-108,Green Tara Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,16,6,35,0.78,1.08,0,Monsoon,8,Saturday,1,0,18,11,0,7,0,2.2,3.2,9900.0,0.0,2100.0,6600.0,0
2024-08-17,5,28,SK-109,Namthoesy Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,21,6,43,0.78,1.08,0,Monsoon,8,Saturday,1,0,19,14,40,45,0,2.8,16.1,12600.0,12000.0,13500.0,8400.0,32
2024-08-17,5,29,SK-110,Manjushree Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,19,6,40,0.78,1.08,0,Monsoon,8,Saturday,1,0,12,8,40,44,0,1.6,27.5,7200.0,12000.0,13200.0,4800.0,36
2024-08-17,5,30,SK-111,Amitayau Buddha Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,14,6,32,0.78,1.08,0,Monsoon,8,Saturday,1,0,29,14,0,15,0,2.8,5.4,12600.0,0.0,4500.0,8400.0,0
2024-08-17,5,31,SK-112,Avolikitesvara Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,19,6,40,0.78,1.08,0,Monsoon,8,Saturday,1,0,15,7,40,48,0,1.4,34.3,6300.0,12000.0,14400.0,4200.0,32
2024-08-17,5,32,SK-113,Samantabhadra Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,17,6,37,0.78,1.08,0,Monsoon,8,Saturday,1,0,9,9,40,40,1,1.8,22.2,8100.0,12000.0,12000.0,5400.0,37
2024-08-17,5,33,SK-205,Jam Super Fine Black Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1500.0,35000.0,10,4,46,1.0,1.3,0,Monsoon,8,Saturday,1,0,20,1,0,19,0,0.2,95.0,35000.0,0.0,28500.0,33500.0,0
2024-08-17,5,34,SK-206,Inside God Outside Itching Carving Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,2500.0,65000.0,13,3,50,1.0,1.3,0,Monsoon,8,Saturday,1,0,21,0,0,21,0,0.0,999.0,0.0,0.0,52500.0,0.0,0
2024-08-17,5,35,SK-207,Jam Color Yogi Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,2600.0,70000.0,6,1,39,1.0,1.3,0,Monsoon,8,Saturday,1,0,5,0,0,5,0,0.0,999.0,0.0,0.0,13000.0,0.0,0
2024-08-17,5,36,SK-210,Jam Itching Carving Fine Bowl Premium,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1500.0,30000.0,12,5,49,1.0,1.3,0,Monsoon,8,Saturday,1,0,29,0,0,29,0,0.0,999.0,0.0,0.0,43500.0,0.0,0
2024-08-17,5,37,SK-211,Jam Itching Carving Feet Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,9000.0,170000.0,2,0,33,1.0,1.3,0,Monsoon,8,Saturday,1,0,13,0,0,13,0,0.0,999.0,0.0,0.0,117000.0,0.0,0
2024-08-17,5,38,SK-212,Inside God Super Fine Outside One Mantra Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1600.0,40000.0,5,0,38,1.0,1.3,0,Monsoon,8,Saturday,1,0,19,0,0,19,0,0.0,999.0,0.0,0.0,30400.0,0.0,0
2024-08-17,5,39,SK-114,Mahankal Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,230.0,600.0,20,5,57,0.78,1.08,0,Monsoon,8,Saturday,1,0,32,8,0,24,0,1.6,15.0,4800.0,0.0,5520.0,2960.0,0
2024-08-17,5,40,SK-214,Yellow Jambala Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,230.0,600.0,16,4,50,0.78,1.08,0,Monsoon,8,Saturday,1,0,25,8,0,17,0,1.6,10.6,4800.0,0.0,3910.0,2960.0,0
2024-08-17,5,41,SK-215,Guru Padmakara Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,230.0,600.0,9,5,39,0.78,1.08,0,Monsoon,8,Saturday,1,0,52,11,0,41,0,2.2,18.6,6600.0,0.0,9430.0,4070.0,0
2024-08-17,5,42,SK-116,Kalchakra Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,230.0,599.98,15,5,49,0.78,1.08,0,Monsoon,8,Saturday,1,0,8,8,50,50,1,1.6,31.2,4799.84,11500.0,11500.0,2959.84,49
2024-08-17,5,43,SK-115,Vajrakilla Phurpa Dorje Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,230.0,600.0,10,2,41,0.78,1.08,0,Monsoon,8,Saturday,1,0,54,12,0,42,0,2.4,17.5,7200.0,0.0,9660.0,4440.0,0
2024-08-17,5,44,SK-117,Medicine Buddha Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,230.0,600.0,13,5,45,0.78,1.08,0,Monsoon,8,Saturday,1,0,37,15,0,22,0,3.0,7.3,9000.0,0.0,5060.0,5550.0,0
2024-08-17,5,45,SK-118,Reviving Aroma Blend Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,280.0,700.0,13,2,45,0.78,1.08,0,Monsoon,8,Saturday,1,0,52,16,0,36,0,3.2,11.2,11200.0,0.0,10080.0,6720.0,0
2024-08-17,5,46,SK-119,Meditation Good Evening Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,280.0,700.0,10,3,41,0.78,1.08,0,Monsoon,8,Saturday,1,0,22,12,0,10,0,2.4,4.2,8400.0,0.0,2800.0,5040.0,0
2024-08-17,5,47,SK-120,Concentration Good Morning Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,280.0,700.0,9,5,39,0.78,1.08,0,Monsoon,8,Saturday,1,0,8,8,50,50,1,1.6,31.2,5600.0,14000.0,14000.0,3360.0,39
2024-08-17,5,48,SK-121,Relaxation Healing Blend Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,280.0,700.0,15,3,49,0.78,1.08,0,Monsoon,8,Saturday,1,0,34,9,0,25,0,1.8,13.9,6300.0,0.0,7000.0,3780.0,0
2024-08-17,5,49,SK-122,Sensual Erotic Blend Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,280.0,700.0,11,3,42,0.78,1.08,0,Monsoon,8,Saturday,1,0,53,19,0,34,0,3.8,8.9,13300.0,0.0,9520.0,7980.0,0
2024-08-17,5,50,SK-123,Energy Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,300.0,1000.0,14,5,47,0.78,1.08,0,Monsoon,8,Saturday,1,0,8,7,50,51,0,1.4,36.4,7000.0,15000.0,15300.0,4900.0,46
2024-08-17,5,51,SK-124,Tranquility Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,300.0,1000.0,12,5,44,0.78,1.08,0,Monsoon,8,Saturday,1,0,16,16,50,50,1,3.2,15.6,16000.0,15000.0,15000.0,11200.0,44
2024-08-17,5,52,SK-125,Dream Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,300.0,1000.0,16,5,50,0.78,1.08,0,Monsoon,8,Saturday,1,0,7,6,50,51,0,1.2,42.5,6000.0,15000.0,15300.0,4200.0,49
2024-08-17,5,53,SK-126,Passion Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,300.0,1000.0,10,5,41,0.78,1.08,0,Monsoon,8,Saturday,1,0,38,10,0,28,0,2.0,14.0,10000.0,0.0,8400.0,7000.0,0
2024-08-17,5,54,SK-127,Hangover Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,300.0,1000.0,11,3,42,0.78,1.08,0,Monsoon,8,Saturday,1,0,14,11,50,53,0,2.2,24.1,11000.0,15000.0,15900.0,7700.0,39
2024-08-17,5,55,SK-216,Gold Plated Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,3000.0,90000.0,10,3,46,1.0,1.3,0,Monsoon,8,Saturday,1,0,13,0,0,13,0,0.0,999.0,0.0,0.0,39000.0,0.0,0
2024-08-17,5,56,SK-217,Jam Super Fine Bowl Deluxe,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1500.0,30000.0,12,2,49,1.0,1.3,0,Monsoon,8,Saturday,1,0,30,1,0,29,0,0.2,145.0,30000.0,0.0,43500.0,28500.0,0
2024-08-17,5,57,SK-218,Jam Itching Feet Therapy Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,3000.0,120000.0,2,0,33,1.0,1.3,0,Monsoon,8,Saturday,1,0,15,0,0,15,0,0.0,999.0,0.0,0.0,45000.0,0.0,0
2024-08-17,5,58,SK-128,Jam Super Fine Bowl Large,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,2500.0,67000.0,0,1,30,1.0,1.3,0,Monsoon,8,Saturday,1,0,24,0,0,24,0,0.0,999.0,0.0,0.0,60000.0,0.0,0
2024-08-17,5,59,SK-219,Jam SF E/C Feet Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1350.0,37500.0,5,0,38,1.0,1.3,0,Monsoon,8,Saturday,1,0,23,3,0,20,0,0.6,33.3,112500.0,0.0,27000.0,108450.0,0
2024-08-17,5,60,SK-220,Jam SF Fine Work Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,6000.0,150000.0,1,0,31,1.0,1.3,0,Monsoon,8,Saturday,1,0,15,0,0,15,0,0.0,999.0,0.0,0.0,90000.0,0.0,0
2024-08-17,5,61,SK-221,Jam SF Fine Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1600.0,48000.0,2,5,33,1.0,1.3,0,Monsoon,8,Saturday,1,0,32,0,0,32,0,0.0,999.0,0.0,0.0,51200.0,0.0,0
2024-08-17,5,62,SK-222,Jam Center SF Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,8000.0,20000.0,3,5,34,1.0,1.3,0,Monsoon,8,Saturday,1,0,11,0,0,11,0,0.0,999.0,0.0,0.0,88000.0,0.0,0
2024-08-17,5,63,SK-223,Jam SF Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1450.0,31500.0,0,10,40,1.0,1.3,0,Monsoon,8,Saturday,1,0,28,3,0,25,0,0.6,41.7,94500.0,0.0,36250.0,90150.0,0
2024-08-17,5,64,SK-129,Guru Padmakara Incense Powder,12,Incense Powder,8,Nisha Chaudhary,Natural Incense Power Factory,Jadibuti,0.89,10,20,285.0,1000.0,12,3,39,0.72,1.08,0,Monsoon,8,Saturday,1,0,33,11,0,22,0,2.2,10.0,11000.0,0.0,6270.0,7865.0,0
2024-08-17,5,65,SK-130,Yellow Jambala Incense Powder,12,Incense Powder,8,Nisha Chaudhary,Natural Incense Power Factory,Jadibuti,0.89,10,20,285.0,1000.0,10,3,36,0.72,1.08,0,Monsoon,8,Saturday,1,0,21,10,0,11,0,2.0,5.5,10000.0,0.0,3135.0,7150.0,0
2024-08-17,5,66,SK-131,Mahankal Incense Powder,12,Incense Powder,8,Nisha Chaudhary,Natural Incense Power Factory,Jadibuti,0.89,10,20,285.0,1000.0,8,3,32,0.72,1.08,0,Monsoon,8,Saturday,1,0,7,7,40,40,1,1.4,28.6,7000.0,11400.0,11400.0,5005.0,30
2024-08-17,5,67,SK-132,Medicine Buddha Incense Powder,12,Incense Powder,8,Nisha Chaudhary,Natural Incense Power Factory,Jadibuti,0.89,10,20,285.0,1000.0,6,3,29,0.72,1.08,0,Monsoon,8,Saturday,1,0,8,5,40,43,0,1.0,43.0,5000.0,11400.0,12255.0,3575.0,26
2024-08-17,5,68,SK-133,Vajra Killa Incense Powder,12,Incense Powder,8,Nisha Chaudhary,Natural Incense Power Factory,Jadibuti,0.89,10,20,285.0,1000.0,11,3,37,0.72,1.08,0,Monsoon,8,Saturday,1,0,44,10,0,34,0,2.0,17.0,10000.0,0.0,9690.0,7150.0,0
2024-08-17,5,69,SK-134,Kalchakra Incense Powder,12,Incense Powder,8,Nisha Chaudhary,Natural Incense Power Factory,Jadibuti,0.89,10,20,285.0,1000.0,10,3,36,0.72,1.08,0,Monsoon,8,Saturday,1,0,19,9,0,10,0,1.8,5.6,9000.0,0.0,2850.0,6435.0,0
2024-08-17,5,70,SK-135,Travelling Incense Gift Pack,13,Gift Pack,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,990.0,2000.0,11,2,27,0.9,1.18,0,Monsoon,8,Saturday,1,0,17,5,0,12,0,1.0,12.0,10000.0,0.0,11880.0,5050.0,0
2024-08-17,5,71,SK-136,Vajra Rope Incense,14,Rope Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,110.0,350.0,30,10,58,0.82,1.18,0,Monsoon,8,Saturday,1,0,38,17,0,21,0,3.4,6.2,5950.0,0.0,2310.0,4080.0,0
2024-08-17,5,72,SK-137,Vajra Rope Incense Premium,14,Rope Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,110.0,350.0,20,10,42,0.82,1.18,0,Monsoon,8,Saturday,1,0,48,11,0,37,0,2.2,16.8,3850.0,0.0,4070.0,2640.0,0
2024-08-17,5,73,SK-138,Vajra Rope Incense Deluxe,14,Rope Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,110.0,350.0,23,10,46,0.82,1.18,0,Monsoon,8,Saturday,1,0,30,20,40,50,0,4.0,12.5,7000.0,4400.0,5500.0,4800.0,36
2024-08-17,5,74,SK-139,Vajra Rope Incense Classic,14,Rope Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,110.0,350.0,25,10,50,0.82,1.18,0,Monsoon,8,Saturday,1,0,51,12,0,39,0,2.4,16.2,4200.0,0.0,4290.0,2880.0,0
2024-08-17,5,75,SK-140,The Tree of Life Good Fortune,15,The Tree of Life Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,180.0,500.0,10,5,26,0.82,1.18,0,Monsoon,8,Saturday,1,0,10,10,30,30,1,2.0,15.0,5000.0,5400.0,5400.0,3200.0,26
2024-08-17,5,76,SK-141,The Tree of Life Body & Soul,15,The Tree of Life Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,180.0,500.0,13,5,30,0.82,1.18,0,Monsoon,8,Saturday,1,0,31,10,0,21,0,2.0,10.5,5000.0,0.0,3780.0,3200.0,0
2024-08-17,5,77,SK-142,The Tree of Life Peace & Prosperity,15,The Tree of Life Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,180.0,300.0,10,5,26,0.82,1.18,0,Monsoon,8,Saturday,1,0,28,17,0,11,0,3.4,3.2,5100.0,0.0,1980.0,2040.0,0
2024-08-17,5,78,SK-143,The Tree of Life Knowledge & Wisdom,15,The Tree of Life Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,180.0,500.0,14,3,32,0.82,1.18,0,Monsoon,8,Saturday,1,0,36,10,0,26,0,2.0,13.0,5000.0,0.0,4680.0,3200.0,0
2024-08-17,5,79,SK-144,The Tree of Life Stress Relief,15,The Tree of Life Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,180.0,500.0,10,2,26,0.82,1.18,0,Monsoon,8,Saturday,1,0,10,10,30,30,1,2.0,15.0,5000.0,5400.0,5400.0,3200.0,26
2024-08-17,5,80,SK-145,Chakra Flora Incense,16,Chakra Flora Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,110.0,250.0,210,70,346,0.82,1.18,0,Monsoon,8,Saturday,1,0,151,16,0,135,0,3.2,42.2,4000.0,0.0,14850.0,2240.0,0
2024-08-17,5,81,SK-146,Zodiac Stick Incense,17,Zodiac Stick Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,105.0,250.0,480,115,778,0.82,1.18,0,Monsoon,8,Saturday,1,0,128,16,240,352,0,3.2,110.0,4000.0,25200.0,36960.0,2320.0,233
2024-08-17,5,82,SK-147,Backflow Incense,18,Backflow Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,140.0,500.0,144,24,255,0.82,1.18,0,Monsoon,8,Saturday,1,0,67,11,0,56,0,2.2,25.5,5500.0,0.0,7840.0,3960.0,0
2024-08-17,5,83,SK-148,Chakra Rope Incense Set,19,Chakra Rope Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,250.0,600.0,84,14,144,0.82,1.18,0,Monsoon,8,Saturday,1,0,15,15,90,90,1,3.0,30.0,9000.0,22500.0,22500.0,5250.0,87
2024-08-17,5,84,SK-149,Flora Incense Variety Pack,6,Natural Himalayan Flora Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,95.0,250.0,500,95,810,0.78,1.08,0,Monsoon,8,Saturday,1,0,266,7,0,259,0,1.4,185.0,1750.0,0.0,24605.0,1085.0,0
2024-08-17,5,85,SK-150,Tibetan Incense Variety Pack,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,180.0,550.0,500,175,810,0.78,1.08,0,Monsoon,8,Saturday,1,0,418,13,0,405,0,2.6,155.8,7150.0,0.0,72900.0,4810.0,0
2024-08-22,5,12,SK-100,Himalayan Herbal Incense,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,350.0,1000.0,15,5,34,0.78,1.08,0,Monsoon,8,Thursday,0,0,38,11,0,27,0,2.2,12.3,11000.0,0.0,9450.0,7150.0,0
2024-08-22,5,13,SK-101,Tibetan Monastery Incense,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,350.0,1000.0,20,5,42,0.78,1.08,0,Monsoon,8,Thursday,0,0,12,12,50,50,1,2.4,20.8,12000.0,17500.0,17500.0,7800.0,42
2024-08-22,5,14,SK-102,Tibetan Peace Incense,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,185.0,800.0,10,3,26,0.78,1.08,0,Monsoon,8,Thursday,0,0,20,11,0,9,0,2.2,4.1,8800.0,0.0,1665.0,6765.0,0
2024-08-22,5,15,SK-103,Ribo Sangtsheo Incense,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,184.98,800.0,14,3,32,0.78,1.08,0,Monsoon,8,Thursday,0,0,40,11,0,29,0,2.2,13.2,8800.0,0.0,5364.42,6765.22,0
2024-08-22,5,16,SK-104,The Earth Incense,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,185.0,800.0,17,3,37,0.78,1.08,0,Monsoon,8,Thursday,0,0,32,9,0,23,0,1.8,12.8,7200.0,0.0,4255.0,5535.0,0
2024-08-22,5,17,SK-106,Traditional Zhempo Incense,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,110.0,500.0,8,5,22,0.78,1.08,0,Monsoon,8,Thursday,0,0,15,11,20,24,0,2.2,10.9,5500.0,2200.0,2640.0,4290.0,18
2024-08-22,5,18,SK-200,Jam Note Tiger Bowl Set,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,7000.0,150000.0,4,1,36,1.0,1.3,0,Monsoon,8,Thursday,0,0,20,0,0,20,0,0.0,999.0,0.0,0.0,140000.0,0.0,0
2024-08-22,5,19,SK-201,Jam Plain Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1200.0,18000.0,16,7,55,1.0,1.3,0,Monsoon,8,Thursday,0,0,35,3,0,32,0,0.6,53.3,54000.0,0.0,38400.0,50400.0,0
2024-08-22,5,20,SK-202,Jam Super Fine Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1400.0,20000.0,2,1,33,1.0,1.3,0,Monsoon,8,Thursday,0,0,29,3,0,26,0,0.6,43.3,60000.0,0.0,36400.0,55800.0,0
2024-08-22,5,21,SK-203,Jam Itching Carving Fine Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,5000.0,100000.0,3,0,34,1.0,1.3,0,Monsoon,8,Thursday,0,0,17,1,0,16,0,0.2,80.0,100000.0,0.0,80000.0,95000.0,0
2024-08-22,5,22,SK-204,Jam Dim Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1500.0,32500.0,9,4,44,1.0,1.3,0,Monsoon,8,Thursday,0,0,28,2,0,26,0,0.4,65.0,65000.0,0.0,39000.0,62000.0,0
2024-08-22,5,23,SK-107,Natural Ayurvedic Rope Incense,14,Rope Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,270.0,1000.0,17,10,40,0.82,1.18,0,Monsoon,8,Thursday,0,0,24,12,0,12,0,2.4,5.0,12000.0,0.0,3240.0,8760.0,0
2024-08-22,5,24,SK-300,Large Plate Stand,7,Incense Holder,6,Jenisha Khadka,Incense Holder & Incense Burner Wholesale,Dillibazar,0.95,5,100,80.0,250.0,50,10,180,0.82,1.18,0,Monsoon,8,Thursday,0,0,26,12,0,14,0,2.4,5.8,3000.0,0.0,1120.0,2040.0,0
2024-08-22,5,25,SK-301,Small Plate Stand,7,Incense Holder,6,Jenisha Khadka,Incense Holder & Incense Burner Wholesale,Dillibazar,0.95,5,100,65.0,200.0,47,10,175,0.82,1.18,0,Monsoon,8,Thursday,0,0,22,12,100,110,0,2.4,45.8,2400.0,6500.0,7150.0,1620.0,100
2024-08-22,5,26,SK-302,Lotus Incense Holder,7,Incense Holder,6,Jenisha Khadka,Incense Holder & Incense Burner Wholesale,Dillibazar,0.95,5,100,80.0,300.0,32,10,151,0.82,1.18,0,Monsoon,8,Thursday,0,0,109,13,0,96,0,2.6,36.9,3900.0,0.0,7680.0,2860.0,0
2024-08-22,5,27,SK-108,Green Tara Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,16,6,35,0.78,1.08,0,Monsoon,8,Thursday,0,0,7,7,40,40,1,1.4,28.6,6300.0,12000.0,12000.0,4200.0,35
2024-08-22,5,28,SK-109,Namthoesy Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,21,6,43,0.78,1.08,0,Monsoon,8,Thursday,0,0,45,12,0,33,0,2.4,13.8,10800.0,0.0,9900.0,7200.0,0
2024-08-22,5,29,SK-110,Manjushree Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,19,6,40,0.78,1.08,0,Monsoon,8,Thursday,0,0,44,9,0,35,0,1.8,19.4,8100.0,0.0,10500.0,5400.0,0
2024-08-22,5,30,SK-111,Amitayau Buddha Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,14,6,32,0.78,1.08,0,Monsoon,8,Thursday,0,0,15,11,30,34,0,2.2,15.5,9900.0,9000.0,10200.0,6600.0,28
2024-08-22,5,31,SK-112,Avolikitesvara Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,19,6,40,0.78,1.08,0,Monsoon,8,Thursday,0,0,48,12,0,36,0,2.4,15.0,10800.0,0.0,10800.0,7200.0,0
2024-08-22,5,32,SK-113,Samantabhadra Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,17,6,37,0.78,1.08,0,Monsoon,8,Thursday,0,0,40,12,0,28,0,2.4,11.7,10800.0,0.0,8400.0,7200.0,0
